threshold,tp,tn,fn,fp,ppv,sensitivity,specificity,accuracy,f1,mcc,pos,neg
0.286261035128073,33.0,228.0,50.0,39.0,0.4583333333333333,0.39759036144578314,0.8539325842696629,0.7457142857142857,0.4258064516129032,0.008108905065015557,72.0,278.0
0.28305443653762385,34.0,228.0,49.0,39.0,0.4657534246575342,0.40963855421686746,0.8539325842696629,0.7485714285714286,0.4358974358974359,0.008438927891500681,73.0,277.0
0.26293342401067143,35.0,227.0,48.0,40.0,0.4666666666666667,0.42168674698795183,0.850187265917603,0.7485714285714286,0.4430379746835443,0.008410107069184977,75.0,275.0
0.25805784764062467,36.0,224.0,47.0,43.0,0.45569620253164556,0.43373493975903615,0.8389513108614233,0.7428571428571429,0.4444444444444444,0.007747891467694558,79.0,271.0
0.25761962087539503,37.0,223.0,46.0,44.0,0.4567901234567901,0.4457831325301205,0.8352059925093633,0.7428571428571429,0.45121951219512196,0.0077399787896430886,81.0,269.0
0.25096940957030833,38.0,223.0,45.0,44.0,0.4634146341463415,0.4578313253012048,0.8352059925093633,0.7457142857142857,0.46060606060606063,0.008022482388499836,82.0,268.0
0.24666336613879522,38.0,222.0,45.0,45.0,0.4578313253012048,0.4578313253012048,0.8314606741573034,0.7428571428571429,0.4578313253012048,0.007731828213755925,83.0,267.0
0.2413952145031257,39.0,219.0,44.0,48.0,0.4482758620689655,0.46987951807228917,0.8202247191011236,0.7371428571428571,0.4588235294117647,0.007197130890497135,87.0,263.0
0.23848099021769456,39.0,218.0,44.0,49.0,0.4431818181818182,0.46987951807228917,0.8164794007490637,0.7342857142857143,0.45614035087719296,0.006951317285426344,88.0,262.0
0.23364106933792758,40.0,217.0,43.0,50.0,0.4444444444444444,0.4819277108433735,0.8127340823970037,0.7342857142857143,0.4624277456647399,0.006963428845298111,90.0,260.0
0.22657797402449562,41.0,216.0,42.0,51.0,0.44565217391304346,0.4939759036144578,0.8089887640449438,0.7342857142857143,0.4685714285714286,0.0069746826167052245,92.0,258.0
0.21977210030628838,42.0,214.0,41.0,53.0,0.4421052631578947,0.5060240963855421,0.8014981273408239,0.7314285714285714,0.47191011235955055,0.006766675784489505,95.0,255.0
0.21592561950453223,43.0,213.0,40.0,54.0,0.44329896907216493,0.5180722891566265,0.797752808988764,0.7314285714285714,0.4777777777777778,0.006781686614713807,97.0,253.0
0.2134806082873126,44.0,212.0,39.0,55.0,0.4444444444444444,0.5301204819277109,0.7940074906367042,0.7314285714285714,0.4835164835164835,0.0067959577859423945,99.0,251.0
0.1944269616612975,45.0,211.0,38.0,56.0,0.44554455445544555,0.5421686746987951,0.7902621722846442,0.7314285714285714,0.4891304347826087,0.006809582008037272,101.0,249.0
0.19335475645758568,46.0,211.0,37.0,56.0,0.45098039215686275,0.5542168674698795,0.7902621722846442,0.7342857142857143,0.4972972972972973,0.007021704378544222,102.0,248.0
0.19142457346455763,46.0,210.0,37.0,57.0,0.44660194174757284,0.5542168674698795,0.7865168539325843,0.7314285714285714,0.4946236559139785,0.0068226432236537455,103.0,247.0
0.19131338748010868,47.0,210.0,36.0,57.0,0.4519230769230769,0.5662650602409639,0.7865168539325843,0.7342857142857143,0.5026737967914439,0.007029845816155785,104.0,246.0
0.18894728389854645,47.0,209.0,36.0,58.0,0.44761904761904764,0.5662650602409639,0.7827715355805244,0.7314285714285714,0.5,0.006835217563734599,105.0,245.0
0.1762935023387036,48.0,206.0,35.0,61.0,0.44036697247706424,0.5783132530120482,0.7715355805243446,0.7257142857142858,0.5,0.006486649523308806,109.0,241.0
0.17122231702006174,48.0,205.0,35.0,62.0,0.43636363636363634,0.5783132530120482,0.7677902621722846,0.7228571428571429,0.49740932642487046,0.006315597216083094,110.0,240.0
0.16466093713633834,49.0,205.0,34.0,62.0,0.44144144144144143,0.5903614457831325,0.7677902621722846,0.7257142857142858,0.5051546391752577,0.006505943601577421,111.0,239.0
0.16186323049176568,49.0,204.0,34.0,63.0,0.4375,0.5903614457831325,0.7640449438202247,0.7228571428571429,0.5025641025641026,0.006338290243121698,112.0,238.0
0.15880461501317936,50.0,203.0,33.0,64.0,0.43859649122807015,0.6024096385542169,0.7602996254681648,0.7228571428571429,0.5076142131979695,0.0063603427250986735,114.0,236.0
0.1491092883089867,50.0,202.0,33.0,65.0,0.43478260869565216,0.6024096385542169,0.7565543071161048,0.72,0.5050505050505051,0.0062013678232826315,115.0,235.0
0.13459452904371097,51.0,199.0,32.0,68.0,0.42857142857142855,0.6144578313253012,0.7453183520599251,0.7142857142857143,0.504950495049505,0.005928533088319426,119.0,231.0
0.1282610341500827,51.0,198.0,32.0,69.0,0.425,0.6144578313253012,0.7415730337078652,0.7114285714285714,0.5024630541871922,0.005786727783892765,120.0,230.0
0.12171926227575144,52.0,193.0,31.0,74.0,0.4126984126984127,0.6265060240963856,0.7228464419475655,0.7,0.49760765550239233,0.0053007804828780454,126.0,224.0
0.12142667166976226,52.0,192.0,31.0,75.0,0.4094488188976378,0.6265060240963856,0.7191011235955056,0.6971428571428572,0.49523809523809526,0.005180464127702084,127.0,223.0
0.11308301496365641,53.0,191.0,30.0,76.0,0.4108527131782946,0.6385542168674698,0.7153558052434457,0.6971428571428572,0.5,0.005221573001493738,129.0,221.0
0.11041012131417038,53.0,190.0,30.0,77.0,0.4076923076923077,0.6385542168674698,0.7116104868913857,0.6942857142857143,0.49765258215962443,0.005106304072374126,130.0,220.0
0.09580055517015093,54.0,187.0,29.0,80.0,0.40298507462686567,0.6506024096385542,0.700374531835206,0.6885714285714286,0.4976958525345622,0.004929977076741463,134.0,216.0
0.08975708908354582,55.0,186.0,28.0,81.0,0.40441176470588236,0.6626506024096386,0.6966292134831461,0.6885714285714286,0.502283105022831,0.004974113716933762,136.0,214.0
0.08107696366346548,56.0,185.0,27.0,82.0,0.4057971014492754,0.6746987951807228,0.6928838951310862,0.6885714285714286,0.5067873303167421,0.005017417446159388,138.0,212.0
0.07337371509373228,56.0,184.0,27.0,83.0,0.4028776978417266,0.6746987951807228,0.6891385767790262,0.6857142857142857,0.5045045045045045,0.0049153483098783105,139.0,211.0
0.06276780110522176,57.0,183.0,26.0,84.0,0.40425531914893614,0.6867469879518072,0.6853932584269663,0.6857142857142857,0.5089285714285714,0.0049592615819317384,141.0,209.0
0.06214865173656299,57.0,182.0,26.0,85.0,0.4014084507042254,0.6867469879518072,0.6816479400749064,0.6828571428571428,0.5066666666666667,0.004861043013149898,142.0,208.0
0.038495283092681715,58.0,180.0,25.0,87.0,0.4,0.6987951807228916,0.6741573033707865,0.68,0.5087719298245614,0.004810919088640434,145.0,205.0
0.03822969940195664,58.0,179.0,25.0,88.0,0.3972602739726027,0.6987951807228916,0.6704119850187266,0.6771428571428572,0.5065502183406113,0.004718547137676753,146.0,204.0
0.014952189783581038,59.0,174.0,24.0,93.0,0.3881578947368421,0.7108433734939759,0.651685393258427,0.6657142857142857,0.502127659574468,0.004420168144959799,152.0,198.0
0.011613226360580362,59.0,173.0,24.0,94.0,0.38562091503267976,0.7108433734939759,0.6479400749063671,0.6628571428571428,0.5,0.00433873409993116,153.0,197.0
-0.0024243739857232327,60.0,169.0,23.0,98.0,0.379746835443038,0.7228915662650602,0.6329588014981273,0.6542857142857142,0.4979253112033195,0.004157922620250461,158.0,192.0
-0.003746655029258819,60.0,168.0,23.0,99.0,0.37735849056603776,0.7228915662650602,0.6292134831460674,0.6514285714285715,0.49586776859504134,0.0040839415920715496,159.0,191.0
-0.033596669157257036,61.0,163.0,22.0,104.0,0.3696969696969697,0.7349397590361446,0.6104868913857678,0.64,0.49193548387096775,0.0038587197067819503,165.0,185.0
-0.03484528532765312,61.0,162.0,22.0,105.0,0.3674698795180723,0.7349397590361446,0.6067415730337079,0.6371428571428571,0.4899598393574297,0.003792391822772245,166.0,184.0
-0.03678018045601554,62.0,160.0,21.0,107.0,0.3668639053254438,0.7469879518072289,0.599250936329588,0.6342857142857142,0.49206349206349204,0.0037842432013879134,169.0,181.0
-0.0398530669721769,62.0,159.0,21.0,108.0,0.36470588235294116,0.7469879518072289,0.5955056179775281,0.6314285714285715,0.4901185770750988,0.0037209804582502936,170.0,180.0
-0.051592047460489406,63.0,158.0,20.0,109.0,0.36627906976744184,0.7590361445783133,0.5917602996254682,0.6314285714285715,0.49411764705882355,0.0037779628388448154,172.0,178.0
-0.05518037105649978,63.0,157.0,20.0,110.0,0.36416184971098264,0.7590361445783133,0.5880149812734082,0.6285714285714286,0.4921875,0.003716450699349219,173.0,177.0
-0.06635165979680557,65.0,143.0,18.0,124.0,0.3439153439153439,0.7831325301204819,0.5355805243445693,0.5942857142857143,0.47794117647058826,0.003180252006877716,189.0,161.0
-0.06954347965931215,66.0,142.0,17.0,125.0,0.34554973821989526,0.7951807228915663,0.5318352059925093,0.5942857142857143,0.48175182481751827,0.0032426806059820085,191.0,159.0
-0.08603131342507087,67.0,137.0,16.0,130.0,0.3401015228426396,0.8072289156626506,0.5131086142322098,0.5828571428571429,0.4785714285714286,0.0031171743751105233,197.0,153.0
-0.08921525380465833,68.0,136.0,15.0,131.0,0.3417085427135678,0.8192771084337349,0.5093632958801498,0.5828571428571429,0.48226950354609927,0.0031807865150975524,199.0,151.0
-0.10414850463094494,69.0,131.0,14.0,136.0,0.33658536585365856,0.8313253012048193,0.49063670411985016,0.5714285714285714,0.4791666666666667,0.003070207983854875,205.0,145.0
-0.10479855339050562,69.0,130.0,14.0,137.0,0.33495145631067963,0.8313253012048193,0.4868913857677903,0.5685714285714286,0.47750865051903113,0.003028138450434553,206.0,144.0
-0.110239416023923,70.0,126.0,13.0,141.0,0.33175355450236965,0.8433734939759037,0.47191011235955055,0.56,0.47619047619047616,0.0029718084391171366,211.0,139.0
-0.11327636870905083,70.0,125.0,13.0,142.0,0.330188679245283,0.8433734939759037,0.4681647940074906,0.5571428571428572,0.4745762711864407,0.0029322125530257936,212.0,138.0
-0.12238508458891253,71.0,122.0,12.0,145.0,0.3287037037037037,0.8554216867469879,0.45692883895131087,0.5514285714285714,0.47491638795986624,0.0029223877603840064,216.0,134.0
-0.12547915264223375,73.0,121.0,10.0,146.0,0.3333333333333333,0.8795180722891566,0.45318352059925093,0.5542857142857143,0.48344370860927155,0.003095600471911854,219.0,131.0
-0.18331118378999342,74.0,107.0,9.0,160.0,0.3162393162393162,0.891566265060241,0.40074906367041196,0.5171428571428571,0.4668769716088328,0.0027151273746461283,234.0,116.0
-0.1870721980478218,74.0,106.0,9.0,161.0,0.3148936170212766,0.891566265060241,0.3970037453183521,0.5142857142857142,0.46540880503144655,0.002683093642317527,235.0,115.0
-0.21650121109847129,75.0,98.0,8.0,169.0,0.3073770491803279,0.9036144578313253,0.36704119850187267,0.4942857142857143,0.45871559633027525,0.0025448355427057276,244.0,106.0
-0.21908944913239176,75.0,97.0,8.0,170.0,0.30612244897959184,0.9036144578313253,0.36329588014981273,0.49142857142857144,0.4573170731707317,0.0025154286607299847,245.0,105.0
-0.220128996770163,76.0,97.0,7.0,170.0,0.3089430894308943,0.9156626506024096,0.36329588014981273,0.4942857142857143,0.46200607902735563,0.002623624908100795,246.0,104.0
-0.2203180400327718,76.0,96.0,7.0,171.0,0.3076923076923077,0.9156626506024096,0.3595505617977528,0.49142857142857144,0.46060606060606063,0.00259479927018418,247.0,103.0
-0.24177741237399722,77.0,86.0,6.0,181.0,0.29844961240310075,0.927710843373494,0.32209737827715357,0.4657142857142857,0.45161290322580644,0.002430357467258636,258.0,92.0
-0.2501559463051076,77.0,85.0,6.0,182.0,0.2972972972972973,0.927710843373494,0.31835205992509363,0.46285714285714286,0.4502923976608187,0.0024041206331504145,259.0,91.0
-0.2533090849473649,78.0,85.0,5.0,182.0,0.3,0.9397590361445783,0.31835205992509363,0.4657142857142857,0.45481049562682213,0.002516981334575181,260.0,90.0
-0.25594677690756257,78.0,84.0,5.0,183.0,0.2988505747126437,0.9397590361445783,0.3146067415730337,0.46285714285714286,0.45348837209302323,0.002491485472305199,261.0,89.0
-0.27191643183080194,79.0,82.0,4.0,185.0,0.29924242424242425,0.9518072289156626,0.30711610486891383,0.46,0.4553314121037464,0.002555253274509908,264.0,86.0
-0.2814282840878227,79.0,81.0,4.0,186.0,0.2981132075471698,0.9518072289156626,0.30337078651685395,0.45714285714285713,0.4540229885057471,0.0025308864636388643,265.0,85.0
-0.2883987233377401,80.0,80.0,3.0,187.0,0.299625468164794,0.963855421686747,0.299625468164794,0.45714285714285713,0.45714285714285713,0.0026218763423094924,267.0,83.0
-0.2903802144029761,80.0,79.0,3.0,188.0,0.29850746268656714,0.963855421686747,0.2958801498127341,0.4542857142857143,0.45584045584045585,0.002598539970622385,268.0,82.0
-0.3303399495823469,81.0,73.0,2.0,194.0,0.29454545454545455,0.9759036144578314,0.27340823970037453,0.44,0.45251396648044695,0.002582273861443483,275.0,75.0
-0.331068877502548,81.0,72.0,2.0,195.0,0.29347826086956524,0.9759036144578314,0.2696629213483146,0.43714285714285717,0.45125348189415043,0.002560930794446291,276.0,74.0
-0.5049644863189681,82.0,44.0,1.0,223.0,0.26885245901639343,0.9879518072289156,0.1647940074906367,0.36,0.422680412371134,0.0021682640419917474,305.0,45.0
-0.512120943477879,82.0,43.0,1.0,224.0,0.2679738562091503,0.9879518072289156,0.16104868913857678,0.35714285714285715,0.42159383033419023,0.002151101165529761,306.0,44.0
-1.0701639697458027,83.0,1.0,0.0,266.0,0.23782234957020057,1.0,0.003745318352059925,0.24,0.38425925925925924,0.00183334710066824,349.0,1.0
