threshold,tp,tn,fn,fp,ppv,sensitivity,specificity,accuracy,f1,mcc,pos,neg
0.042765563585477534,45.0,170.0,10.0,114.0,0.2830188679245283,0.8181818181818182,0.5985915492957746,0.6342182890855457,0.4205607476635514,0.0035920908233369056,159.0,180.0
0.0408916344226086,46.0,170.0,9.0,114.0,0.2875,0.8363636363636363,0.5985915492957746,0.6371681415929203,0.42790697674418604,0.0037370631241486515,160.0,179.0
0.040655998984718084,46.0,169.0,9.0,115.0,0.2857142857142857,0.8363636363636363,0.5950704225352113,0.6342182890855457,0.42592592592592593,0.0036848229764551406,161.0,178.0
0.0353837656726523,46.0,164.0,9.0,120.0,0.27710843373493976,0.8363636363636363,0.5774647887323944,0.6194690265486725,0.416289592760181,0.00343748542087026,166.0,173.0
-0.021037146072203486,47.0,153.0,8.0,131.0,0.2640449438202247,0.8545454545454545,0.5387323943661971,0.5899705014749262,0.4034334763948498,0.003097607897930056,178.0,161.0
-0.021741859292702975,47.0,152.0,8.0,132.0,0.26256983240223464,0.8545454545454545,0.5352112676056338,0.5870206489675516,0.4017094017094017,0.0030580829709269215,179.0,160.0
-0.03963116478126158,48.0,147.0,7.0,137.0,0.2594594594594595,0.8727272727272727,0.5176056338028169,0.5752212389380531,0.4,0.0030013115820031076,185.0,154.0
-0.043208578247383986,48.0,146.0,7.0,138.0,0.25806451612903225,0.8727272727272727,0.5140845070422535,0.5722713864306784,0.3983402489626556,0.002964906224880102,186.0,153.0
-0.04538543305504637,49.0,146.0,6.0,138.0,0.2620320855614973,0.8909090909090909,0.5140845070422535,0.5752212389380531,0.4049586776859504,0.0030959582637591345,187.0,152.0
-0.046142971107723044,49.0,145.0,6.0,139.0,0.26063829787234044,0.8909090909090909,0.5105633802816901,0.5722713864306784,0.40329218106995884,0.0030598048515968405,188.0,151.0
-0.058341516411802075,50.0,141.0,5.0,143.0,0.25906735751295334,0.9090909090909091,0.4964788732394366,0.5634218289085545,0.4032258064516129,0.003049519886696764,193.0,146.0
-0.05924396004853383,50.0,140.0,5.0,144.0,0.25773195876288657,0.9090909090909091,0.49295774647887325,0.56047197640118,0.40160642570281124,0.0030156914607828303,194.0,145.0
-0.0713795569102067,51.0,139.0,4.0,145.0,0.2602040816326531,0.9272727272727272,0.4894366197183099,0.56047197640118,0.4063745019920319,0.0031104418646725326,196.0,143.0
-0.07392269831044833,51.0,138.0,4.0,146.0,0.25888324873096447,0.9272727272727272,0.4859154929577465,0.5575221238938053,0.40476190476190477,0.0030773901618822287,197.0,142.0
-0.08358540766524225,52.0,138.0,3.0,146.0,0.26262626262626265,0.9454545454545454,0.4859154929577465,0.56047197640118,0.41106719367588934,0.0032046833544219053,198.0,141.0
-0.08395255839700355,52.0,137.0,3.0,147.0,0.2613065326633166,0.9454545454545454,0.4823943661971831,0.5575221238938053,0.4094488188976378,0.0031719452046023466,199.0,140.0
-0.13138302192275214,53.0,126.0,2.0,158.0,0.25118483412322273,0.9636363636363636,0.44366197183098594,0.528023598820059,0.39849624060150374,0.002966493904566513,211.0,128.0
-0.13147124504065447,53.0,125.0,2.0,159.0,0.25,0.9636363636363636,0.44014084507042256,0.5250737463126843,0.3970037453183521,0.0029387755534206568,212.0,127.0
-0.4862138141893406,54.0,60.0,1.0,224.0,0.19424460431654678,0.9818181818181818,0.2112676056338028,0.336283185840708,0.32432432432432434,0.0018147981412167647,278.0,61.0
-0.4900427692770367,54.0,59.0,1.0,225.0,0.1935483870967742,0.9818181818181818,0.20774647887323944,0.3333333333333333,0.32335329341317365,0.0018006132070072635,279.0,60.0
-1.7982073545165713,55.0,1.0,0.0,283.0,0.16272189349112426,1.0,0.0035211267605633804,0.16519174041297935,0.27989821882951654,0.0014253993587525844,338.0,1.0
