GEO.id2,HC03_EST_VC01,GEO.id2,HC02_EST_VC03,HC02_EST_VC04,HC02_EST_VC05,HC02_EST_VC06,HC02_EST_VC09,HC02_EST_VC10,HC02_EST_VC11,HC02_EST_VC12,HC02_EST_VC13,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC17,HC02_EST_VC18,GEO.id2,HC04_EST_VC01,GEO.id2,HC04_EST_VC26,GEO.id2,HD01_VD01
Id2,Percent with a disability; Estimate; Total civilian noninstitutionalized population,Id2,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - Some college or associate's degree,Percent; Estimate; Population 18 to 24 years - Bachelor's degree or higher,Percent; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Id2,Percent households receiving food stamps/SNAP; Estimate; Households,Id2,Unemployment rate; Estimate; Population 20 to 64 years,Id2,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
36047018700,8.8,36047018700,0,27.1,43.4,29.5,4.9,4.8,10.2,19.4,4.6,27.1,29,90.3,56.1,36047018700,13.1,36047018700,7.6,36047019200,38561
36047018800,7.4,36047018800,2.2,39.2,43.6,15,12.9,13.4,28.2,12.3,7,14.9,11.3,73.7,26.2,36047018800,11,36047018800,8.3,36047019300,54369
36047019000,7.5,36047019000,22.3,23.7,44,10,18.8,15.4,30.5,11.6,5.6,13.2,4.8,65.8,18,36047019000,18.9,36047019000,16.7,36047019400,46071
36047019100,6.3,36047019100,2.4,24.7,55,17.9,5.6,7.4,17.9,9.9,6,31.2,21.9,87.1,53.1,36047019100,14.4,36047019100,13,36047019500,84187
36047019200,9.2,36047019200,27.5,21.8,29.9,20.9,15,11.7,31.4,13.5,2.1,18.7,7.6,73.3,26.3,36047019200,43.6,36047019200,4,36047019600,48382
36047019300,10.6,36047019300,0.9,23.6,66.1,9.4,2.8,5.3,17.9,22.3,6.6,26.4,18.7,91.9,45.2,36047019300,9,36047019300,12.1,36047019700,83650
36047019400,5.7,36047019400,16,29.4,30.6,24,30.3,17.1,19.5,9.2,3.4,14.4,6.1,52.6,20.4,36047019400,15.1,36047019400,5.5,36047019800,61875
36047019500,8.4,36047019500,2.2,15.8,56.7,25.3,3.1,2.4,8.7,12.8,7.1,31.7,34.3,94.5,66,36047019500,7.5,36047019500,4.6,36047019900,67656
36047019600,10,36047019600,26.5,19.1,39.9,14.5,20.2,12,34.3,9.1,4.4,14.6,5.4,67.8,20,36047019600,21.7,36047019600,10.7,36047020000,58000
36047019700,3.3,36047019700,8.1,22.7,56.1,13.1,1.2,0.6,10.2,13.2,2.9,34.3,37.7,98.3,72,36047019700,7.7,36047019700,11,36047020100,84844
36047019800,16.1,36047019800,10.5,24.2,60.3,5,12.2,8.9,25.8,11.2,6.7,16.5,18.7,78.9,35.2,36047019800,14.2,36047019800,3.1,36047020200,95152
36047019900,7.2,36047019900,0,3.6,57.7,38.7,4.2,3.8,15.7,8.4,5.9,31.7,30.4,92,62.1,36047019900,15.6,36047019900,2.9,36047020300,106250
36047020000,8.3,36047020000,19.9,42,29,9.1,16.5,8.2,29,15.6,5.6,13.4,11.6,75.3,25,36047020000,23,36047020000,4.5,36047020400,65598
36047020100,4,36047020100,0,9.2,17.9,72.9,1.5,2.4,8,10,5.5,44.1,28.6,96.1,72.6,36047020100,3,36047020100,7.8,36047020500,78000
36047020200,7.6,36047020200,4,4,63.5,28.6,13.3,11.2,24.5,13.9,10.4,13.8,12.8,75.5,26.6,36047020200,10.2,36047020200,13.5,36047020600,89743
36047020300,3.5,36047020300,7.3,3.3,31.1,58.3,2.1,5.7,10,9.9,3.6,40.2,28.5,92.2,68.7,36047020300,9.3,36047020300,12.6,36047020700,97353
36047020400,11,36047020400,0,35.3,33.3,31.4,11,7.1,35.6,12.8,9.6,14.3,9.7,81.9,24,36047020400,14.3,36047020400,11.8,36047020800,56003
36047020500,7.7,36047020500,0,12.3,50,37.7,4.3,4.6,8.2,13.1,5,30.3,34.4,91.1,64.8,36047020500,4.4,36047020500,4.5,36047021000,44722
36047020600,7.4,36047020600,1.7,22.4,59.8,16.2,9.7,9.7,23.6,11.9,7,22.7,15.5,80.6,38.2,36047020600,7,36047020600,8.1,36047021100,43000
36047020700,5.1,36047020700,11.2,16.3,19.7,52.8,3.7,2.5,9.4,15.9,4.7,31.5,32.4,93.8,63.9,36047020700,10.2,36047020700,5.1,36047021200,35330
36047020800,7.2,36047020800,15.7,6.7,64.7,12.9,20.4,10,21.3,9.5,7.6,21.4,9.7,69.6,31.1,36047020800,24,36047020800,8.6,36047021300,38750
36047021000,9.9,36047021000,18.5,22.2,49.5,9.8,17,18.2,31.3,8.1,6.8,13.7,4.9,64.8,18.6,36047021000,24.1,36047021000,12.3,36047021400,55184
36047021100,12.7,36047021100,9.2,25.2,49.6,16,5.1,10.1,25.2,10.6,11.2,21.5,16.4,84.8,37.9,36047021100,16.4,36047021100,9.9,36047021500,61723
36047021200,10.2,36047021200,8.4,14.4,55.1,22.2,25.2,22.6,28.2,5.8,4.1,11.2,3.1,52.3,14.3,36047021200,29.4,36047021200,7.1,36047021600,35682
36047021300,7.8,36047021300,5.7,23.7,56.8,13.7,3.4,8.7,33.4,18,4.5,18.1,13.9,87.8,31.9,36047021300,22.1,36047021300,18.5,36047021700,54595
36047021400,2.5,36047021400,9.2,34.9,38.5,17.4,24.7,20.1,25.7,10.3,4.2,11.9,3.2,55.2,15.1,36047021400,28.3,36047021400,3,36047021800,35721
36047021500,6,36047021500,3.9,29.1,59.1,8,5.5,1.6,16.1,9.2,5.1,32.6,29.9,92.9,62.5,36047021500,12.4,36047021500,3.9,36047021900,55758
36047021600,5.4,36047021600,26.9,19.4,48.1,5.5,13.8,10.2,39.3,13.8,4.6,11.9,6.4,76,18.3,36047021600,35.4,36047021600,3.6,36047022000,30861
36047021700,8.1,36047021700,7.6,21.4,18.2,52.7,3.1,5,22.6,12.6,6.7,26.6,23.5,91.9,50.1,36047021700,26,36047021700,9,36047022100,37140
36047021800,7,36047021800,32.2,30.5,34.8,2.5,5.5,18.3,43.4,11.7,3,13.5,4.5,76.2,17.9,36047021800,32.4,36047021800,2.9,36047022200,35094
36047021900,5.8,36047021900,0,11,51.6,37.4,4.5,11.1,23.1,13.9,6.3,23.9,17.2,84.4,41.1,36047021900,16.4,36047021900,8,36047022400,37271
36047022000,8.9,36047022000,35,34.1,22.9,7.9,16.4,12,38.9,11.9,5.1,10.7,5.1,71.6,15.8,36047022000,37.4,36047022000,3.1,36047022600,48269
36047022100,12.3,36047022100,17.2,22.6,23.6,36.6,3.4,12.2,25.3,15.8,3.6,22.2,17.5,84.4,39.7,36047022100,22.1,36047022100,11.9,36047022700,53363
36047022200,8.3,36047022200,8.6,50.5,26.5,14.3,14.4,11.9,42.3,9.4,4.2,11.2,6.6,73.7,17.9,36047022200,50.6,36047022200,4.3,36047022800,30913
36047022400,7,36047022400,34.1,37.7,22.9,5.3,17.3,16.1,32.7,15.8,3.6,10.5,4,66.6,14.5,36047022400,43.2,36047022400,2.4,36047022900,51645
36047022600,5.3,36047022600,43.4,27,19.1,10.5,32.4,14,29.5,6.7,4.2,8.7,4.6,53.7,13.3,36047022600,26.7,36047022600,2,36047023000,31102
36047022700,7,36047022700,6.3,16.3,46.3,31.1,5.4,10.2,22,17.4,4.7,24.9,15.3,84.4,40.2,36047022700,13.1,36047022700,12.3,36047023100,77039
36047022800,7.4,36047022800,24.2,16,41.9,17.9,24.3,16.9,28.1,12.5,4.5,7.4,6.3,58.8,13.7,36047022800,43.8,36047022800,7.7,36047023200,33801
36047022900,9.5,36047022900,15.5,5.8,36.7,42.1,3.6,9,16.5,16.9,7.3,31.6,15.1,87.4,46.7,36047022900,18.9,36047022900,7.4,36047023300,33141
36047023000,5.1,36047023000,28.4,44.6,17.8,9.3,10.1,12.5,44.8,12.6,5.2,9.3,5.6,77.4,14.9,36047023000,47.4,36047023000,4.3,36047023400,24978
36047023100,6.7,36047023100,0,7.5,43.9,48.6,2.3,4.5,14.7,16.3,4.2,36.6,21.5,93.2,58.1,36047023100,14.4,36047023100,12,36047023500,45406
36047023200,5.6,36047023200,31.2,13.2,34.5,21.1,16.9,9,43.2,19.2,2.1,8.4,1.2,74.1,9.6,36047023200,48.6,36047023200,6.7,36047023600,24240
36047023300,14.8,36047023300,7.8,20.2,47.7,24.4,9.7,12.1,23.4,12.9,5.8,23.8,12.3,78.2,36,36047023300,37.6,36047023300,17.6,36047023800,29050
36047023400,10,36047023400,12.9,39.4,32.2,15.5,7.2,7,42.2,21.2,8.2,6.3,7.9,85.8,14.2,36047023400,47.7,36047023400,2.7,36047024000,26823
36047023500,6.2,36047023500,9.4,24.2,43.7,22.7,12.1,6.8,23,13.9,3.8,25.6,14.8,81.1,40.4,36047023500,28.4,36047023500,6.2,36047024100,60815
36047023600,10.5,36047023600,12,49.3,30.1,8.6,10.7,11.5,41.9,11.1,3.2,15.2,6.4,77.8,21.6,36047023600,47.1,36047023600,6,36047024200,38333
36047023800,11.5,36047023800,14.7,51.5,30.8,3,13.9,8.2,43.2,13.2,1.9,8.3,11.3,77.9,19.6,36047023800,35.3,36047023800,3.2,36047024300,54505
36047024000,11.2,36047024000,21.5,42.1,21.1,15.3,15.3,14,42,11.7,2.1,8.5,6.3,70.6,14.8,36047024000,34.8,36047024000,7,36047024400,48611
36047024100,8.7,36047024100,11.7,28.9,24.1,35.4,8.7,12.2,18.9,14.7,5.4,22,18.1,79.1,40.2,36047024100,24.7,36047024100,6,36047024500,51605
36047024200,8,36047024200,22.5,32.8,34.1,10.6,12.5,15.8,39.4,11.7,0.7,12.7,7.3,71.7,19.9,36047024200,20.6,36047024200,4.7,36047024600,45417
36047024300,9.3,36047024300,12.8,14.2,32.9,40.1,8.1,16.5,14.9,17.4,3.5,24.7,15,75.4,39.7,36047024300,31.1,36047024300,7.3,36047024700,42308
36047024400,6.9,36047024400,14.1,31.7,29,25.1,6,11.8,44.8,11.9,4.5,14.4,6.6,82.2,21,36047024400,20.3,36047024400,5.2,36047024800,46310
36047024500,9.4,36047024500,1.2,33.6,58.2,7,7,6.7,21.3,16.3,8.3,28.3,12.1,86.3,40.4,36047024500,25.3,36047024500,19.3,36047024900,48315
36047024600,8.2,36047024600,13.2,34.2,27.1,25.5,19.1,13.6,33.3,10.2,3,14.7,6.1,67.3,20.8,36047024600,22.5,36047024600,8.4,36047025000,46190
36047024700,10.6,36047024700,11.5,14.5,28.6,45.3,5.7,17.2,18.5,12.4,10,23.7,12.5,77.1,36.2,36047024700,27.3,36047024700,12.4,36047025100,27125
36047024800,5.6,36047024800,13,34.7,43.5,8.8,15.4,15.6,34.6,12.8,5.8,11.7,4.2,69.1,15.9,36047024800,22.3,36047024800,3.9,36047025200,42302
36047024900,11.8,36047024900,11.9,23.3,52.4,12.3,3.5,7.4,27.8,15.3,4.5,24.9,16.5,89,41.4,36047024900,17.3,36047024900,10.2,36047025300,43491
36047025000,13.6,36047025000,19.8,26,35.1,19.1,31.8,14.3,26.5,6.1,5.7,11.4,4.3,53.9,15.6,36047025000,26.7,36047025000,9.5,36047025400,48261
36047025100,19,36047025100,31.8,15.3,42.6,10.3,8.2,22,23.8,20.6,3,13.5,8.8,69.8,22.3,36047025100,48.2,36047025100,21.1,36047025500,22500
36047025200,8.8,36047025200,17.5,13.7,48.3,20.5,19.3,11.2,25.5,11.7,3.5,19.4,9.3,69.4,28.7,36047025200,20.8,36047025200,8.2,36047025600,53036
36047025300,15.6,36047025300,18.3,15.9,31.2,34.6,5.5,9.3,20.6,17.4,1,28.9,17.4,85.2,46.2,36047025300,34.1,36047025300,11.3,36047025700,51310
36047025400,11.6,36047025400,25.9,28.6,17.3,28.2,20.1,15.4,26.8,6.8,5,21.7,4.2,64.5,25.9,36047025400,21.5,36047025400,9.7,36047025800,37917
36047025500,19.9,36047025500,37.1,21.2,40.2,1.4,14.4,24.5,32.9,18.1,5.7,4,0.3,61.1,4.3,36047025500,57.3,36047025500,17,36047025901,41289
36047025600,9.3,36047025600,0,39.4,39.4,21.2,24.1,15.7,27.8,3.9,3.7,17.9,6.9,60.2,24.8,36047025600,24.9,36047025600,6.7,36047025902,16140
36047025700,10.8,36047025700,6.9,15.5,57.3,20.4,11.3,12.1,26.3,16.8,5.9,23.4,4.3,76.7,27.7,36047025700,36.7,36047025700,16.2,36047026000,50123
36047025800,11.6,36047025800,44.8,23.8,26.2,5.2,18.9,13.4,24.4,13.9,5.8,18.7,4.9,67.7,23.6,36047025800,23.5,36047025800,11.8,36047026100,38859
36047025901,9.8,36047025901,14.8,24.2,41.5,19.5,13.5,7.9,24.5,18.7,3.6,24.7,7.1,78.6,31.8,36047025901,42,36047025901,15.2,36047026200,57121
36047025902,24.4,36047025902,34.1,46.2,16.9,2.7,24.9,15.4,35.6,19.5,1.1,3.5,0,59.7,3.5,36047025902,77,36047025902,43.6,36047026300,39861
36047026000,9.7,36047026000,5.2,20.1,58,16.7,22,10.5,28.6,11.7,8.5,16.2,2.5,67.4,18.7,36047026000,19.9,36047026000,10.6,36047026400,47336
36047026100,6.8,36047026100,5.6,21.3,63.8,9.4,5,9.4,21.4,18.7,14.5,21.1,9.9,85.6,31,36047026100,25.5,36047026100,6,36047026500,51050
36047026200,13.2,36047026200,0,56.3,21.4,22.3,20.7,9.8,24.9,11.3,5.5,22.4,5.4,69.6,27.8,36047026200,22.1,36047026200,13.9,36047026600,50580
36047026300,11.6,36047026300,27,25.5,40.8,6.6,8,13.8,29.4,14.1,5.3,19.1,10.2,78.2,29.4,36047026300,40.4,36047026300,11.3,36047026700,41458
36047026400,11.2,36047026400,11.9,24.4,49.2,14.5,19.6,16.4,23.1,12.2,6.5,15.1,7,63.9,22.1,36047026400,22.9,36047026400,4.9,36047026800,44548
36047026500,10.3,36047026500,23.6,29.7,27.9,18.8,6.9,15.6,26.8,12.9,6.3,19.7,11.8,77.4,31.5,36047026500,29,36047026500,10.6,36047026900,48841
36047026600,9.6,36047026600,0,27.8,54.9,17.3,18.4,10.7,34.2,10.1,5.6,16.1,4.9,70.9,21,36047026600,27.8,36047026600,12.5,36047027000,50490
36047026700,9,36047026700,16.9,10.5,22.6,50,4.4,13.3,17.4,21.7,5.1,15.3,22.8,82.3,38.1,36047026700,17.9,36047026700,11.8,36047027100,37104
36047026800,9.9,36047026800,17.4,22.2,51.1,9.3,19,6.6,32.2,13.3,6.5,16.3,6.2,74.4,22.5,36047026800,23.1,36047026800,8.1,36047027200,50982
36047026900,12.1,36047026900,16,16.8,51.3,16,4.7,8,27.4,17.9,14.6,11.6,15.8,87.3,27.3,36047026900,16.8,36047026900,11.8,36047027300,34297
36047027000,12.9,36047027000,16.5,40.1,22.8,20.7,9.6,7.5,29,9.3,8.3,25,11.3,83,36.3,36047027000,27.1,36047027000,7.9,36047027400,42266
36047027100,10,36047027100,16.1,37.4,39,7.5,6.9,10.2,28.7,19.8,6.9,19.5,8,82.9,27.4,36047027100,27,36047027100,10.2,36047027500,55990
36047027200,6.8,36047027200,4.8,34,34,27.1,13.8,8.6,28.6,12.7,7.2,18.3,10.8,77.6,29.1,36047027200,20,36047027200,8,36047027600,46194
36047027300,14.7,36047027300,8.9,39.7,38.8,12.6,6.4,14.1,32,15.7,5.7,14.9,11.3,79.5,26.2,36047027300,28.7,36047027300,8.3,36047027700,37875
36047027400,11,36047027400,7.3,24.3,62.8,5.5,21.7,8.6,30.6,14.8,8.7,8,7.8,69.8,15.8,36047027400,12.5,36047027400,4.6,36047027800,47917
36047027500,6.4,36047027500,30.5,28.6,28.6,12.3,5.2,10.3,30.9,13.2,3.4,23.3,13.6,84.4,36.9,36047027500,15.6,36047027500,17.2,36047027900,57869
36047027600,11.5,36047027600,26.3,13.6,46.2,13.9,17.6,8.9,30.7,11.1,5.9,17,8.7,73.5,25.7,36047027600,35.3,36047027600,8.7,36047028000,56974
36047027700,9.5,36047027700,18.4,33.2,42.6,5.8,5.5,16.4,33.2,16.6,7.1,13.4,7.8,78.1,21.2,36047027700,39.5,36047027700,22.2,36047028100,25082
36047027800,6.8,36047027800,12.8,19.9,40.2,27.1,17.4,13.1,27.6,7.9,5.6,19.7,8.7,69.5,28.5,36047027800,20.9,36047027800,17.9,36047028200,41974
36047027900,11.7,36047027900,47.1,21.9,31,0,8.1,9.9,28.6,20.3,6,14.4,12.6,82,27,36047027900,21.6,36047027900,12.2,36047028300,32917
36047028000,9.9,36047028000,19.7,14.5,24.3,41.6,10.1,10.1,27.7,9.2,5.1,23.1,14.7,79.9,37.9,36047028000,15,36047028000,12.6,36047028400,51849
36047028100,11.1,36047028100,23.4,40,25.3,11.3,14.5,19.4,35,12.6,3.7,10.8,3.9,66.1,14.8,36047028100,56.3,36047028100,15.4,36047028501,84861
36047028200,7.9,36047028200,7.6,27.2,41.1,24.1,11.8,8,30,11,6.2,20.2,12.7,80.1,32.9,36047028200,18.7,36047028200,9.1,36047028502,15135
36047028300,10.1,36047028300,23,31.4,26.6,19,13.1,24.8,28.2,21.3,5.4,6.8,0.4,62.1,7.2,36047028300,49.3,36047028300,21.2,36047028600,43828
36047028400,12.5,36047028400,0,38.5,48.3,13.3,16.1,16.2,26.5,8.8,10,14.4,7.9,67.6,22.2,36047028400,25.8,36047028400,14,36047028700,30755
36047028501,5.6,36047028501,0,0,0,100,6.1,9.6,17.1,12.7,1.8,27.2,25.4,84.2,52.6,36047028501,16.1,36047028501,7.5,36047028800,41786
36047028502,27.8,36047028502,22.1,31.6,41.1,5.3,18,31.8,27.7,14.2,3.7,3.1,1.5,50.2,4.7,36047028502,58.7,36047028502,28.7,36047028900,39570
36047028600,14.6,36047028600,6.8,40.2,45.1,8,8.3,10.4,26.4,11.7,3.9,23.6,15.7,81.3,39.3,36047028600,26.7,36047028600,3.5,36047029000,45179
36047028700,14.8,36047028700,12.7,3.6,67.1,16.6,4.3,12.5,43.1,15.7,4.3,16.2,3.9,83.2,20.1,36047028700,28.6,36047028700,12.3,36047029100,35521
36047028800,10.5,36047028800,14.3,10.9,58.2,16.6,10.7,13.5,33.4,6.9,5.4,19.9,10.3,75.8,30.2,36047028800,23.4,36047028800,5.7,36047029200,42740
36047028900,11.4,36047028900,10.8,26.1,41.4,21.8,10.7,13.4,25,17.3,11.2,15,7.5,75.9,22.4,36047028900,34.3,36047028900,25,36047029300,30479
36047029000,11.3,36047029000,5.9,4.3,58,31.8,6,9.8,32,10.3,8.8,25.1,8.1,84.2,33.1,36047029000,21.2,36047029000,8.9,36047029400,53625
36047029100,8.9,36047029100,27.3,21.7,40.5,10.5,5.8,13.1,34.9,15.7,9.4,17.1,3.9,81.1,21,36047029100,38.7,36047029100,18.6,36047029500,54276
36047029200,11.2,36047029200,8,26.5,46.2,19.3,15.1,17.7,23.5,8.5,7,20,8.2,67.2,28.2,36047029200,24.8,36047029200,7.4,36047029600,44875
36047029300,13.6,36047029300,8.3,38.3,47.1,6.3,7.3,12,31.7,16.6,7,15.2,10.2,80.7,25.4,36047029300,37.1,36047029300,19.5,36047029700,50260
36047029400,32.9,36047029400,11.1,38.9,13.5,36.5,14.2,14.3,35,9.4,8.3,12.6,6.2,71.5,18.8,36047029400,21.1,36047029400,10.5,36047029800,55938
36047029500,7.1,36047029500,3.2,20.1,56,20.7,1.7,10.5,24.8,12.6,7.3,25,18.1,87.8,43.2,36047029500,12.7,36047029500,5.6,36047029900,22734
36047029600,11.3,36047029600,2.8,27.4,40.7,29,8.8,8.6,24.4,12.1,12.5,24.7,8.9,82.6,33.6,36047029600,25.6,36047029600,9.4,36047030000,64615
36047029700,8.9,36047029700,23.7,41.7,23.7,10.9,4.8,12.1,25.1,16.4,7.2,20,14.4,83.1,34.4,36047029700,24.5,36047029700,19.5,36047030100,44911
36047029800,6,36047029800,30,0,35,35,13.7,10.6,25.7,11.6,4.3,16.9,17.3,75.7,34.2,36047029800,14.6,36047029800,5.8,36047030200,60370
36047029900,17.7,36047029900,43,20.1,33.3,3.6,18.9,16.3,35.3,14.6,6.1,5.1,3.8,64.8,8.8,36047029900,46,36047029900,16.8,36047030300,19696
36047030000,10.7,36047030000,15.4,25.6,47,12,23.5,8.3,23.4,11.1,6.4,17.4,10,68.2,27.4,36047030000,32.9,36047030000,5.3,36047030400,37837
36047030100,17.3,36047030100,25.1,43.8,31.1,0,4.2,14,28.9,24.7,11.7,13.1,3.4,81.7,16.5,36047030100,29.4,36047030100,18.4,36047030500,65701
36047030200,7.8,36047030200,7.4,12.5,47.6,32.5,13,14.4,28.9,9.9,5.5,22.2,6.2,72.6,28.3,36047030200,18.9,36047030200,11.1,36047030600,60132
36047030300,12.3,36047030300,6.6,48.1,33.6,11.6,17.4,21.3,31.4,13.7,3.9,9.6,2.8,61.3,12.4,36047030300,56.3,36047030300,14.7,36047030700,24706
36047030400,17.3,36047030400,14,18.8,62.9,4.3,22.4,10.2,20.8,11.5,4.9,22.2,7.8,67.3,30.1,36047030400,32,36047030400,9.6,36047030800,50189
36047030500,8.3,36047030500,8.3,18,32.6,41.1,3.8,8,17.9,9.8,4.1,36.5,19.9,88.2,56.4,36047030500,15.5,36047030500,5,36047030900,29375
36047030600,9.6,36047030600,2.9,33.7,33.1,30.3,15,16.4,28.6,9.8,5.2,19.2,5.7,68.6,25,36047030600,30.8,36047030600,7.2,36047031100,41683
36047030700,10.7,36047030700,27.2,33.1,30.8,9,12,18.2,27.5,21.2,4.4,12.3,4.4,69.8,16.7,36047030700,41.3,36047030700,13.4,36047031300,34817
36047030800,14.6,36047030800,0,31.6,64,4.4,14.2,9.5,29.4,12.1,8.2,16.4,10.2,76.3,26.6,36047030800,23.2,36047030800,7.2,36047031400,40486
36047030900,4.6,36047030900,26.3,13.7,52.3,7.7,14.2,11.1,34.6,10.9,10,12.5,6.6,74.6,19.1,36047030900,46.8,36047030900,11.9,36047031500,54113
36047031100,7.8,36047031100,12.4,34.2,22.6,30.8,6.2,12.4,22.9,22.5,7.6,20.5,7.8,81.4,28.3,36047031100,31.9,36047031100,7.8,36047031701,50205
36047031300,9.9,36047031300,13.3,27,56.7,3.1,8,11.2,30.2,19.1,5,15.2,11.3,80.8,26.5,36047031300,25.9,36047031300,8.5,36047031702,53111
36047031400,13.8,36047031400,7.4,28.4,45.6,18.6,11.2,9.5,28.2,15.3,6,18.8,11.1,79.3,29.9,36047031400,17.7,36047031400,6.3,36047031900,40744
36047031500,11.1,36047031500,16.2,37,34.9,11.9,9.2,6.9,23.9,12.5,1.2,31.4,15,83.9,46.4,36047031500,11.5,36047031500,15.2,36047032100,41094
36047031701,9.4,36047031701,1.7,14.5,35.5,48.3,2.6,4.3,19.8,14.8,8.6,34.1,15.8,93.1,49.9,36047031701,12.3,36047031701,8.3,36047032300,53851
36047031702,9.4,36047031702,18.5,8.2,28.6,44.7,5.9,8.1,21.8,17.9,8.1,24.7,13.5,86,38.3,36047031702,18.8,36047031702,10.8,36047032500,43245
36047031900,8.9,36047031900,5.3,26.9,52.6,15.2,5.4,11,25,22.3,4,22.2,10.2,83.6,32.4,36047031900,21.3,36047031900,18.8,36047032600,20833
36047032100,6.9,36047032100,30.9,25.4,34.7,9,7.9,14.2,20.8,19.7,6.8,20.2,10.4,78,30.6,36047032100,21.4,36047032100,12.8,36047032700,47153
36047032300,5.4,36047032300,11,11.6,58.6,18.8,6.2,7.3,25.5,16.1,7.3,27.7,10,86.5,37.7,36047032300,14.9,36047032300,16,36047032800,45357
36047032500,7.1,36047032500,4.5,33.3,48.1,14.2,9.9,10.1,26.9,25.4,4,14,9.7,80,23.7,36047032500,20.1,36047032500,13.9,36047032900,47578
36047032600,18.7,36047032600,30.2,26.6,36.9,6.2,15.5,24.9,29.9,11.6,4.8,10.2,3.1,59.6,13.3,36047032600,61.2,36047032600,21.5,36047033000,23007
36047032700,6.8,36047032700,0,5.5,44.7,49.8,10,6.6,28,14,8.2,17.9,15.3,83.5,33.2,36047032700,14.7,36047032700,12.7,36047033100,39301
36047032800,9.5,36047032800,37.6,17.7,38,6.6,20.1,16.2,22.3,20.9,6.4,9.8,4.4,63.8,14.2,36047032800,36,36047032800,20.2,36047033300,44608
36047032900,6.4,36047032900,0,29.9,56.6,13.5,3.9,14.1,19.5,29.7,5.5,13,14.2,82.1,27.3,36047032900,25,36047032900,22.6,36047033500,61164
36047033000,21.1,36047033000,23.3,19.6,54.7,2.4,7.4,23.6,30.9,12.2,7.1,14.5,4.3,69,18.8,36047033000,55.4,36047033000,27.3,36047033600,62649
36047033100,7.2,36047033100,11.8,24.2,47.4,16.6,8.1,5.4,32.1,24.2,5,15,10.1,86.5,25.2,36047033100,29.6,36047033100,13.5,36047033700,48114
36047033300,7.5,36047033300,17.8,16.1,61.2,4.9,3.2,5.8,25.5,20.1,8.9,21.6,15,91,36.6,36047033300,25.2,36047033300,9.7,36047033900,34231
36047033500,8.2,36047033500,7,25.3,53.7,13.9,4.8,5.5,25.1,16.3,6.3,24.6,17.5,89.7,42.1,36047033500,21,36047033500,10.4,36047034000,17574
36047033600,15.1,36047033600,32.3,11.9,50.9,4.9,2.9,5.5,15.7,14.7,11.8,27.3,22.1,91.5,49.4,36047033600,16.3,36047033600,10.7,36047034100,50417
36047033700,8.3,36047033700,6.4,22.3,61,10.3,8.8,6.5,22.2,25.4,4.3,19.5,13.3,84.7,32.8,36047033700,23.6,36047033700,10.5,36047034200,16656
36047033900,9.3,36047033900,8,27.6,48.1,16.2,8.2,8.6,30.6,26.7,7,10,8.8,83.1,18.9,36047033900,33.9,36047033900,10.1,36047034300,25019
36047034000,50.4,36047034000,23.3,30,46.7,0,16.9,15.9,35.8,8.5,3.2,14.2,5.4,67.2,19.6,36047034000,68.8,36047034000,14.1,36047034500,31701
36047034100,6.8,36047034100,0,17.5,67.8,14.7,6.8,14.2,27.7,14.3,7.9,23.7,5.4,79,29.1,36047034100,28.7,36047034100,4.4,36047034700,29114
36047034200,31.7,36047034200,36.6,40.5,20.6,2.3,14,11,32.6,13.9,7.8,15.9,4.8,75.1,20.8,36047034200,61,36047034200,23.3,36047034800,46346
36047034300,19.7,36047034300,44.3,16.4,34,5.3,13.3,24.5,25.3,10.1,6.9,13.2,6.6,62.2,19.8,36047034300,41.5,36047034300,13.3,36047034900,29754
36047034500,11.6,36047034500,28.3,19,47,5.7,7.4,12.9,38.6,15.2,4.6,10.8,10.4,79.7,21.3,36047034500,31.8,36047034500,16.4,36047035000,30889
36047034700,16.1,36047034700,44.9,39.5,15.6,0,8.7,14.2,34.7,22,4.4,9.8,6.3,77.2,16.1,36047034700,35.1,36047034700,12.9,36047035100,24519
36047034800,9,36047034800,20.5,25.1,38,16.4,20.4,15.8,31,7.5,4.7,14.7,5.8,63.8,20.6,36047034800,29.6,36047034800,11.4,36047035200,11011
36047034900,10.6,36047034900,8.8,38.4,46.9,5.9,7.5,19.6,39.1,19.2,4.9,5.4,4.2,72.9,9.6,36047034900,35.3,36047034900,7.3,36047035300,39934
36047035000,26,36047035000,12.8,11.8,46.7,28.7,4.3,3,29.7,11.5,9.5,25.6,16.3,92.6,41.9,36047035000,37.5,36047035000,15.6,36047035400,53158
36047035100,9.4,36047035100,40.6,17.7,40.8,0.9,16.1,10,40.5,16,7.9,4.9,4.7,74,9.6,36047035100,40.5,36047035100,10.7,36047035500,39850
