GEO.id2,HC03_EST_VC01,GEO.id2,HC02_EST_VC03,HC02_EST_VC04,HC02_EST_VC05,HC02_EST_VC06,HC02_EST_VC09,HC02_EST_VC10,HC02_EST_VC11,HC02_EST_VC12,HC02_EST_VC13,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC17,HC02_EST_VC18,GEO.id2,HC04_EST_VC01,GEO.id2,HC04_EST_VC26,GEO.id2,HD01_VD01
Id2,Percent with a disability; Estimate; Total civilian noninstitutionalized population,Id2,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - Some college or associate's degree,Percent; Estimate; Population 18 to 24 years - Bachelor's degree or higher,Percent; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Id2,Percent households receiving food stamps/SNAP; Estimate; Households,Id2,Unemployment rate; Estimate; Population 20 to 64 years,Id2,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
36081045600,11.4,36081045600,0,14.5,73.4,12,9.4,5.9,18.8,11.1,15.8,22,17,84.8,39.1,36081045600,19.9,36081045600,16.3,36081046200,47524
36081045700,9.5,36081045700,11.5,6.6,65,16.8,6.4,7.3,25.4,11.2,4.8,31.9,13,86.3,44.9,36081045700,5.1,36081045700,6.1,36081046300,42720
36081045800,9.7,36081045800,15.2,10.7,50.9,23.2,2.5,6.2,17.5,10.2,4.7,28.7,30.2,91.4,58.9,36081045800,10.6,36081045800,6.5,36081046400,95250
36081045900,4.7,36081045900,20.9,18.1,38,23,26.6,17.5,18.9,8.3,5.5,13.6,9.8,56,23.4,36081045900,19.1,36081045900,11.2,36081046500,42344
36081046000,6.4,36081046000,31,35.1,27.1,6.8,18.9,11.1,23.8,10.1,8.8,18.6,8.6,70,27.3,36081046000,24.3,36081046000,7.5,36081046600,52477
36081046100,3.8,36081046100,28.3,29.6,26.7,15.4,22.9,11.6,29,10.2,9.2,14.5,2.7,65.5,17.1,36081046100,15.7,36081046100,6.7,36081046700,34214
36081046200,6.8,36081046200,32.5,20.1,40.1,7.3,17.3,9.3,25.3,14.3,10,20.3,3.5,73.5,23.9,36081046200,23.4,36081046200,9.4,36081046800,42089
36081046300,4.7,36081046300,8.3,25.6,44.6,21.5,28.1,15.8,24.7,9.1,5.1,12.7,4.3,56.1,17.1,36081046300,18.7,36081046300,7.4,36081046900,45048
36081046400,6.9,36081046400,5.8,9.7,77.7,6.8,0.6,6.6,16.1,10.4,10.4,21.5,34.3,92.8,55.9,36081046400,3.1,36081046400,7.5,36081047000,53409
36081046500,6.8,36081046500,38.9,28.2,21.5,11.5,35.2,10.7,24.7,10.4,3.8,11.7,3.5,54.1,15.2,36081046500,20.4,36081046500,4.5,36081047100,46855
36081046600,7.5,36081046600,0,24.3,54.7,21,13.3,5.2,12.8,10.8,11.2,25.7,21.1,81.5,46.7,36081046600,14.2,36081046600,7.4,36081047200,65592
36081046700,5.8,36081046700,10.7,39.4,39.7,10.2,22,18.9,26.6,11.2,3.2,14.9,3.1,59,18,36081046700,23.7,36081046700,2.2,36081047300,52500
36081046800,14.3,36081046800,6.8,23.8,65.5,3.9,15.1,9.7,25.6,13.7,6.6,24.5,4.9,75.2,29.3,36081046800,21.3,36081046800,13.8,36081047500,54130
36081046900,9.2,36081046900,6.9,37,42,14,15.9,14.2,33.1,14,2.9,15.4,4.5,69.9,20,36081046900,21.7,36081046900,6.4,36081047600,86750
36081047000,11.9,36081047000,23.6,28.1,46.7,1.7,18.5,12.2,34.1,13.1,6.3,13.6,2.4,69.4,16,36081047000,20.6,36081047000,15.6,36081047800,80149
36081047100,7.8,36081047100,11,33,33,23.1,14,12.9,29.7,10.6,7.9,16.8,8.2,73.2,25,36081047100,17.6,36081047100,4.8,36081047900,46956
36081047200,7.4,36081047200,9.1,6.3,72.4,12.2,9.1,8.4,20.4,14.7,5.7,26.9,14.7,82.5,41.7,36081047200,5.2,36081047200,7.4,36081048000,60398
36081047300,10.6,36081047300,7.1,4,68.1,20.8,15.6,7.3,20,16,6.2,22,12.9,77.1,34.9,36081047300,13.7,36081047300,8.3,36081048100,35654
36081047500,5.8,36081047500,6.1,19.3,62.8,11.8,10.8,8,19.5,20.2,8.4,22.9,10.2,81.2,33.1,36081047500,10.1,36081047500,5.5,36081048200,83333
36081047600,8.2,36081047600,21.1,14.7,19.3,45,4.4,2.7,8.9,17.8,4.4,35.8,26,92.9,61.8,36081047600,1,36081047600,4,36081048300,43019
36081047800,13.3,36081047800,2,10.2,72.5,15.3,10.7,7.4,25.1,14.3,7.4,23.5,11.6,81.9,35.1,36081047800,4.9,36081047800,5.1,36081048400,61184
36081047900,7.4,36081047900,15.7,12.8,54.4,17.1,12.4,8.2,21.6,21.1,6.4,20.8,9.3,79.4,30.2,36081047900,18.3,36081047900,4.8,36081048500,53194
36081048000,6.9,36081048000,16.3,21.1,39.8,22.8,20.8,10.3,17.4,14.2,9.9,14,13.3,68.9,27.3,36081048000,21,36081048000,14,36081048900,65625
36081048100,17.8,36081048100,4.4,17.4,59.7,18.4,16.3,12.1,28.1,9.4,7,25.2,1.9,71.7,27.1,36081048100,20.9,36081048100,2.8,36081049200,54432
36081048200,11,36081048200,0.5,12.3,70.9,16.3,9.6,5,29.7,15.4,12.1,21.5,6.8,85.4,28.3,36081048200,10.6,36081048200,13.7,36081049301,60426
36081048300,7.4,36081048300,16.1,23.7,46.1,14.2,16.3,9.9,29.4,11.4,8.2,17.9,7,73.8,24.8,36081048300,10.3,36081048300,5.7,36081049302,60268
36081048400,10.9,36081048400,13.6,30.6,35.5,20.2,11.9,7.9,27.5,13.3,12.3,21.3,5.8,80.2,27,36081048400,18.1,36081048400,14,36081049500,60594
36081048500,6.6,36081048500,16.2,14.8,63.4,5.6,12.9,6.9,23.8,11.6,9,24.1,11.7,80.2,35.8,36081048500,4,36081048500,7.1,36081049600,73013
36081048900,4,36081048900,0,37.9,44.7,17.4,17.1,10.7,21.6,10.5,14.5,19.3,6.3,72.2,25.6,36081048900,13.4,36081048900,4,36081049700,45417
36081049200,9.2,36081049200,5.8,24.2,61,9,5.1,8.2,33.9,20.5,4.7,18.7,8.9,86.7,27.6,36081049200,11.7,36081049200,7.7,36081049900,57813
36081049301,6.1,36081049301,4.1,26.4,60.3,9.1,9.5,6.6,34.2,15.5,8.9,17.5,7.9,83.9,25.4,36081049301,2.2,36081049301,7.8,36081050000,40044
36081049302,9.8,36081049302,7.9,25.9,48.9,17.3,10.3,4.5,38,18.4,7.1,13.2,8.4,85.1,21.6,36081049302,4.2,36081049302,10.3,36081050201,74813
36081049500,6.1,36081049500,0,33.8,47.9,18.3,5.4,5.1,44.7,17.4,8.1,14.4,4.9,89.5,19.3,36081049500,4.2,36081049500,8,36081050202,61618
36081049600,14.2,36081049600,3.1,21.2,64.2,11.5,14.1,8.5,30.3,14.2,13,14,6,77.4,20,36081049600,12.8,36081049600,14,36081050400,64554
36081049700,8.7,36081049700,13.5,23,59.6,3.9,10.3,8.5,28.3,15.5,10.1,21,6.2,81.2,27.2,36081049700,5.8,36081049700,4.2,36081050500,62625
36081049900,9.3,36081049900,14.1,25.4,39.5,21.1,16.9,8.3,26.7,12.4,8.9,21,5.9,74.8,26.9,36081049900,12.3,36081049900,6.4,36081050600,81875
36081050000,15.2,36081050000,14.5,34.2,42.2,9.1,8.7,16.2,33.4,21.9,5,8.7,6.1,75.1,14.8,36081050000,31.6,36081050000,17.1,36081050700,75865
36081050201,8.1,36081050201,11.6,31.8,50.2,6.4,12.5,9.1,30.1,14.8,9.2,17.3,6.9,78.4,24.3,36081050201,24.1,36081050201,8.5,36081050800,66250
36081050202,10.5,36081050202,16.4,14.5,58.4,10.7,6.5,3.2,37,23.6,10.7,13.4,5.7,90.3,19.1,36081050202,7.4,36081050202,20,36081051000,115069
36081050400,12.8,36081050400,5.4,29.2,57.9,7.4,6.4,6.3,32.4,21,11,17,5.8,87.3,22.8,36081050400,18.4,36081050400,14.5,36081051100,70337
36081050500,10.9,36081050500,2.9,18.8,50.7,27.5,14.9,3.9,23.2,16.7,2.4,28.5,10.2,81.2,38.8,36081050500,7.1,36081050500,10.6,36081051200,68625
36081050600,13.1,36081050600,3.7,39.6,44.5,12.2,10.8,8.7,21.9,24.4,7.2,13.8,13.2,80.5,27,36081050600,22.3,36081050600,10.2,36081051300,55281
36081050700,8.3,36081050700,0,8.6,45.7,45.7,9.4,2.9,30.4,15.5,10.5,21,10.1,87.6,31.2,36081050700,7.3,36081050700,8,36081051500,69560
36081050800,10.9,36081050800,9.2,16.8,74,0,11.1,4.7,30.5,26.8,9,9.6,8.4,84.2,17.9,36081050800,27.9,36081050800,20,36081051600,54620
36081051000,11.1,36081051000,10,40.7,29,20.3,6.3,5.3,26.1,27.7,7.3,18.1,9.2,88.4,27.3,36081051000,13.8,36081051000,16.2,36081051700,59412
36081051100,8.1,36081051100,0,27,65.1,7.9,3.8,5.7,41.7,13,7.8,17.8,10.2,90.5,27.9,36081051100,3.1,36081051100,6.1,36081051800,81397
36081051200,11.1,36081051200,13.3,19.2,48.3,19.2,14.6,6.7,34.7,20.2,8,11.4,4.5,78.7,15.9,36081051200,23.7,36081051200,13,36081052000,102625
36081051300,5.5,36081051300,3.6,34.1,53.6,8.7,9.3,8.2,36.1,12.3,6.4,17.7,10,82.5,27.7,36081051300,2.6,36081051300,5.2,36081052100,60260
36081051500,9.4,36081051500,12.8,26.1,42.6,18.6,4.9,6.9,27.9,13.4,10.6,18.2,18,88.3,36.2,36081051500,4.1,36081051500,4.4,36081052200,81923
36081051600,12.4,36081051600,3.8,26.6,58.7,10.9,8.2,7.2,35.1,22.3,4.2,16.4,6.5,84.6,22.9,36081051600,23.7,36081051600,22.9,36081052400,75393
36081051700,5.2,36081051700,0,36.2,45.7,18.1,6.3,10.7,36.7,20.6,6.1,14.7,5,83,19.6,36081051700,8.6,36081051700,10.9,36081052500,57813
36081051800,7.7,36081051800,21.6,33.2,42.5,2.7,5.4,7.3,30.3,23.8,9.8,14,9.3,87.3,23.3,36081051800,15.6,36081051800,14.6,36081052600,60729
36081052000,10.2,36081052000,20,19.3,60.7,0,5.3,9.2,26.3,27.5,13,13.8,4.9,85.5,18.7,36081052000,6.1,36081052000,3.4,36081052800,57500
36081052100,6.8,36081052100,11.5,21.7,42.3,24.5,9.1,6.4,34.3,16.5,9.1,18.5,6.2,84.5,24.6,36081052100,3.9,36081052100,4.9,36081053000,64583
36081052200,9.2,36081052200,19.9,25.7,54.4,0,3.4,5.5,33.6,14,11.6,21.3,10.5,91.1,31.9,36081052200,13.1,36081052200,12.8,36081053100,41605
36081052400,12.5,36081052400,2.8,14.6,52.1,30.6,8.6,6.4,33.8,18.9,7.8,17.2,7.3,85,24.5,36081052400,15,36081052400,11.3,36081053200,86950
36081052500,3.9,36081052500,6.2,5.6,80.2,8,7.1,7,31.8,20.3,9.6,17.1,7.1,85.8,24.2,36081052500,6.3,36081052500,6.8,36081053401,65583
36081052600,7.6,36081052600,7.3,26.5,66.1,0,10.9,7.7,36.1,13,8,19.8,4.5,81.5,24.3,36081052600,28.4,36081052600,16.4,36081053500,50750
36081052800,19.7,36081052800,10.7,18.3,63.3,7.7,6.2,12.9,34.9,28.3,5,7.1,5.5,80.8,12.6,36081052800,20.1,36081052800,12.5,36081053601,65750
36081053000,11.6,36081053000,8.6,45.9,31.8,13.6,5.7,5.8,32.2,22.5,11.2,15.8,6.8,88.5,22.6,36081053000,12.9,36081053000,7.3,36081053800,74844
36081053100,6.6,36081053100,9.4,10.7,58.5,21.4,5,8.9,39,12,8.3,16.8,10.1,86.2,26.9,36081053100,11.3,36081053100,16.7,36081053900,60833
36081053200,10.1,36081053200,2.6,23.4,74,0,3.6,5.4,28.9,20.8,14,16,11.3,91,27.3,36081053200,15.2,36081053200,15.6,36081054000,48040
36081053401,10.1,36081053401,7.9,9.2,63.2,19.7,5.5,3.7,33.9,18.3,8.9,19.6,10,90.8,29.7,36081053401,16.4,36081053401,7.2,36081054200,70798
36081053500,6.1,36081053500,27.8,18.5,53.7,0,11.9,9.8,48.3,9.1,7.8,12.5,0.5,78.3,13,36081053500,21.5,36081053500,8.2,36081054500,52214
36081053601,9.2,36081053601,7.5,21.1,67.5,3.8,12.3,4.6,32.3,20.2,9.5,15.8,5.2,83.1,21,36081053601,10.2,36081053601,9.9,36081054700,53465
36081053800,13.7,36081053800,8.8,44.6,36.8,9.8,4.5,11.9,30.3,28.8,6.4,12.1,6.1,83.7,18.2,36081053800,15.2,36081053800,10.3,36081054800,72750
36081053900,4.4,36081053900,7.7,27.7,45.6,19,9.9,6.5,31.3,18.7,6.4,22.6,4.6,83.6,27.3,36081053900,11.5,36081053900,7.6,36081054900,40797
36081054000,8.7,36081054000,21.9,17,56.3,4.9,6.6,11.7,39.8,16.9,12.5,10.4,2,81.6,12.4,36081054000,17.8,36081054000,17,36081055100,45179
36081054200,6.9,36081054200,1.2,16.7,71.4,10.7,5,9.8,36.7,13.8,15.5,14.7,4.5,85.2,19.2,36081054200,17.9,36081054200,6.7,36081055200,52917
36081054500,6,36081054500,29.4,26.7,32.3,11.6,18.4,5.8,40.7,12.8,1.8,15.3,5.2,75.8,20.5,36081054500,15.3,36081054500,6.2,36081055300,46780
36081054700,4.3,36081054700,25.1,14.8,38.1,22,23.5,14.4,31,13,2.8,11.6,3.7,62.1,15.3,36081054700,18.4,36081054700,4.1,36081055400,63542
36081054800,6.7,36081054800,8.9,14.1,66.1,10.9,7.7,10.8,23.9,21.4,9.5,19.7,7.1,81.5,26.8,36081054800,7.4,36081054800,7.1,36081055500,46169
36081054900,4.7,36081054900,21.3,34.8,29.6,14.4,17.4,11,37.7,17.2,4.8,7.7,4.2,71.6,11.9,36081054900,19.1,36081054900,9.2,36081055600,71985
36081055100,9.3,36081055100,26.1,23.2,40,10.7,18.3,9.8,26.9,12.8,6.8,17.6,7.8,71.9,25.4,36081055100,12.2,36081055100,9.8,36081055700,42147
36081055200,8.8,36081055200,12.7,20.1,58.5,8.7,3.2,8.7,32.5,19.8,12.8,15,7.9,88.1,23,36081055200,10,36081055200,6.3,36081055800,81600
36081055300,5.1,36081055300,26.1,29.3,27.4,17.2,19.9,13.2,28.8,15.8,2.3,16.5,3.5,66.8,20,36081055300,20.5,36081055300,4.8,36081055900,60625
36081055400,5.6,36081055400,30.6,8.3,41.3,19.8,9.5,8.4,34.8,13.2,10.3,18,5.8,82.2,23.9,36081055400,5.2,36081055400,6.3,36081056000,60536
36081055500,7.8,36081055500,13.8,24.7,58.7,2.9,21.6,6.4,41,14.8,6.1,5.9,4.1,72,10,36081055500,18.8,36081055500,7.8,36081056100,112188
36081055600,8.4,36081055600,8.8,20.3,62.6,8.2,8.9,14.6,32.1,8.3,11.7,15.4,9,76.5,24.3,36081055600,6.5,36081055600,12.8,36081056200,88958
36081055700,3.8,36081055700,7.2,45.7,28.5,18.6,14.8,11.4,34.6,15.1,6.9,11.2,5.8,73.7,17,36081055700,12.9,36081055700,9.3,36081056400,52536
36081055800,8.7,36081055800,0,27.1,58.7,14.2,8.9,8.9,35.1,18,10.5,12.7,5.9,82.2,18.6,36081055800,7.3,36081055800,7,36081056500,50893
36081055900,5,36081055900,20.1,12.5,52.7,14.7,19,10.5,24.4,22.5,5.4,13.9,4.3,70.5,18.1,36081055900,8.3,36081055900,7,36081056600,71087
36081056000,5,36081056000,11.7,33,51.4,3.9,10.1,5.8,37.5,10,14.1,14.9,7.5,84.1,22.4,36081056000,9.7,36081056000,2.3,36081056700,80838
36081056100,3.3,36081056100,-,-,-,-,18.7,14.7,4,5.3,17.3,29.3,10.7,66.7,40,36081056100,0,36081056100,0,36081056800,64858
36081056200,7.6,36081056200,2.4,18.8,58.7,20.1,7.1,12.2,41.8,11,8.1,10.6,9.2,80.7,19.8,36081056200,9.6,36081056200,8.6,36081057700,66983
36081056400,8.3,36081056400,0,78.3,10.9,10.9,5.9,6.7,36.2,15.9,9.9,20.4,4.9,87.5,25.4,36081056400,12.9,36081056400,10.1,36081057900,53542
36081056500,3.6,36081056500,9.7,32.1,48.5,9.7,17.9,9,43.3,12.8,5.2,6.3,5.5,73.1,11.7,36081056500,7.8,36081056500,5.2,36081058000,76227
36081056600,7,36081056600,22.3,4.3,67.6,5.9,12.3,18.4,29.6,13.8,8.1,14.3,3.6,69.3,17.9,36081056600,13.2,36081056600,12.5,36081058100,52560
36081056700,4,36081056700,7,15.3,53.4,24.4,5.9,10,27.9,27.6,6.1,15.6,6.9,84.1,22.5,36081056700,4.9,36081056700,5.7,36081058200,83167
36081056800,8.5,36081056800,11.2,21.1,52.2,15.5,6,11.2,26.7,22.3,9.3,16.9,7.6,82.8,24.5,36081056800,11.7,36081056800,13.4,36081058300,54688
36081057700,6.8,36081057700,2.2,46.4,41.7,9.7,5.6,10.6,34,21.4,5.5,15.6,7.3,83.8,22.9,36081057700,6,36081057700,5.8,36081058500,52917
36081057900,10.4,36081057900,0,29.4,48.5,22.1,10.5,5.9,34.9,27.5,5.8,10.6,4.8,83.6,15.4,36081057900,16.6,36081057900,5.1,36081058700,47331
36081058000,12.1,36081058000,5.3,26.4,44,24.4,3.6,7.2,27.3,20,12.2,22.3,7.4,89.2,29.7,36081058000,9.3,36081058000,13.5,36081058900,38152
36081058100,6.7,36081058100,13.3,3.2,47.3,36.2,10.2,8.7,32.1,16,10,17.1,5.8,81.1,23,36081058100,6.6,36081058100,4.1,36081059000,69022
36081058200,10.7,36081058200,32.8,7.4,45.7,14.1,6.9,9.4,34.5,21.1,10.5,10.4,7.2,83.6,17.6,36081058200,15.2,36081058200,23.4,36081059100,56932
36081058300,5.2,36081058300,6.7,16.5,66,10.8,5.9,6.1,31.1,26.4,5.3,16.5,8.7,88,25.2,36081058300,6.7,36081058300,3,36081059200,81447
36081058500,3.6,36081058500,11.8,28.1,52.5,7.6,10.6,11.8,29.8,18.5,5.6,15.3,8.5,77.7,23.7,36081058500,4.5,36081058500,6.2,36081059300,52641
36081058700,3.8,36081058700,0,45.5,42.3,12.2,10.2,9.7,33.7,17.1,6.5,13.9,8.9,80.2,22.8,36081058700,6.5,36081058700,3.6,36081059400,89500
36081058900,4.3,36081058900,12,24.9,34.6,28.4,9.3,7,36.5,21.4,3.2,14,8.6,83.7,22.6,36081058900,12.1,36081058900,9.7,36081059500,52159
36081059000,12.9,36081059000,14.5,25.8,42.7,16.9,7.5,8,31.5,19.7,5.9,13.9,13.6,84.5,27.5,36081059000,14,36081059000,6.2,36081059600,74583
36081059100,5.7,36081059100,8.6,42.9,37.1,11.4,14.4,7.6,31.2,17.3,4,17.6,7.9,78,25.5,36081059100,7.1,36081059100,5.4,36081059800,83021
36081059200,7.6,36081059200,8.6,4.3,87.1,0,5.6,6.8,36.4,20.7,17.5,9.1,4,87.6,13,36081059200,15.9,36081059200,10.6,36081059900,57697
36081059300,6.5,36081059300,11.8,37.3,35.1,15.8,7.8,4.9,37.1,14,8.3,16.3,11.5,87.2,27.9,36081059300,7.5,36081059300,9.6,36081060000,87708
36081059400,13,36081059400,13.2,49.1,37.7,0,2.2,10.7,33.8,17.1,7.1,15.3,13.8,87.2,29.1,36081059400,12.7,36081059400,10.7,36081060100,67330
36081059500,6.2,36081059500,2,34.7,54.4,8.9,11.1,4.4,30.5,18.7,5.5,21.9,7.8,84.5,29.7,36081059500,10.8,36081059500,12.7,36081060300,75313
36081059600,8.7,36081059600,22.9,25.3,51.8,0,4.1,10.9,23.9,16.3,6,27.3,11.4,85,38.7,36081059600,5.4,36081059600,10.3,36081060600,83452
36081059800,8,36081059800,5.6,37.1,52.4,4.9,3.9,7.3,25,24.2,4.6,20.1,14.9,88.8,35,36081059800,16.2,36081059800,3,36081060701,-
36081059900,14.3,36081059900,8.3,32.1,44,15.5,8.8,5.2,40.7,20.1,1.8,15.3,8.2,86,23.4,36081059900,4.8,36081059900,14.5,36081060800,84821
36081060000,10.8,36081060000,0,28,57.9,14,2.4,4.4,26.2,20.3,5.3,18.8,22.6,93.2,41.4,36081060000,9.6,36081060000,4.9,36081061000,71766
36081060100,9.7,36081060100,16.2,34.7,40.5,8.7,8.4,8.5,31,18.9,3.7,24,5.5,83.1,29.5,36081060100,10.3,36081060100,12.2,36081061200,104500
36081060300,6.7,36081060300,0,25.5,64.5,9.9,4.5,2.4,31.5,25.4,6.9,21.7,7.7,93.1,29.3,36081060300,5.1,36081060300,7.9,36081061301,52153
36081060600,7.5,36081060600,14.2,15.7,48.5,21.6,2.3,3.5,21.3,36.2,7.5,12,17.2,94.2,29.2,36081060600,7.3,36081060600,0.1,36081061302,-
36081060701,0,36081060701,-,-,-,-,0,0,0,0,0,100,0,100,100,36081060701,0,36081060701,0,36081061400,101473
36081060800,9.7,36081060800,0,31.6,66,2.4,6.5,3.3,25.7,26.7,5.1,15.9,16.8,90.3,32.7,36081060800,14.4,36081060800,5.3,36081061601,97679
36081061000,11.3,36081061000,9.4,8.3,66.5,15.8,3,4.2,23.7,25.7,14,16.8,12.6,92.8,29.4,36081061000,16.2,36081061000,3.9,36081061602,89063
36081061200,9,36081061200,0,5.4,67.6,27,1,5.3,30,17.4,12.2,21.3,12.8,93.7,34.1,36081061200,11.2,36081061200,6.2,36081061800,60938
36081061301,8,36081061301,7.2,20.5,52.9,19.3,5.9,8.9,38.5,19.7,7.7,12.8,6.5,85.2,19.4,36081061301,9.5,36081061301,8.5,36081061900,69004
36081061302,0,36081061302,-,-,-,-,0,0,36.4,36.4,0,27.3,0,100,27.3,36081061302,0,36081061302,0,36081062000,91538
36081061400,7.7,36081061400,33.6,24.3,35,7.1,3.1,3.6,29.7,33.8,6.3,15.2,8.3,93.3,23.6,36081061400,6.5,36081061400,5.3,36081062100,56154
36081061601,8.2,36081061601,9.4,36.2,39.6,14.8,3.6,9.3,28.4,22.8,8,16.3,11.6,87.1,27.9,36081061601,18.6,36081061601,6.3,36081062200,77813
36081061602,13.4,36081061602,8.2,10.2,81.6,0,3.4,6.7,21.8,27.4,8.8,20.3,11.6,89.9,31.9,36081061602,14.7,36081061602,2.9,36081062300,68207
36081061800,8.7,36081061800,25,17.9,48.6,8.6,4,4.3,19.1,28.9,16.4,13.4,14,91.7,27.4,36081061800,4.4,36081061800,5.3,36081062400,-
36081061900,10.5,36081061900,5.8,24.4,49.6,20.2,8.3,12.1,30.2,22.8,4.4,17.9,4.3,79.6,22.2,36081061900,9.9,36081061900,13.6,36081062500,62263
36081062000,12.3,36081062000,0,41.5,42.3,16.3,5.1,3,21.6,18.1,13.5,20.1,18.6,91.8,38.6,36081062000,9.6,36081062000,5.2,36081062600,86196
36081062100,9.6,36081062100,0,47.1,38.6,14.4,8.7,8.2,48.8,12,3.9,12.2,6.2,83.1,18.4,36081062100,6.4,36081062100,11.4,36081062700,66380
36081062200,8.3,36081062200,14.3,12.4,68.3,5,2.8,4.1,31.7,15.3,10,21.2,14.9,93.1,36.1,36081062200,8.6,36081062200,5.1,36081062900,60156
36081062300,7.5,36081062300,34.7,12.9,39.6,12.9,8.3,2.7,45.7,16.3,5.7,14.5,6.8,89.1,21.3,36081062300,5,36081062300,6.4,36081063000,80417
36081062400,-,36081062400,-,-,-,-,-,-,-,-,-,-,-,-,-,36081062400,-,36081062400,-,36081063200,84167
36081062500,7,36081062500,4.9,25.1,63.6,6.4,9.1,6.5,36,18.3,5.5,15.8,9,84.4,24.7,36081062500,2.5,36081062500,6,36081063301,62604
36081062600,10.7,36081062600,10.4,21.7,62.3,5.7,5,11.2,31.2,21.3,10.1,11.4,9.8,83.8,21.1,36081062600,16.3,36081062600,4,36081063302,66983
36081062700,6.7,36081062700,0,17,73.6,9.3,7.7,9,45.1,19.5,8.2,8.5,2,83.3,10.5,36081062700,7.1,36081062700,3.9,36081063500,70750
36081062900,7.7,36081062900,6.8,24.7,55.1,13.3,4.8,7.9,39.8,15.5,5,17.8,9.1,87.3,26.9,36081062900,7.2,36081062900,4.9,36081063700,84738
36081063000,14,36081063000,3.5,18.8,72.2,5.6,5.2,7.9,27.6,19.5,10.9,16,12.9,86.9,28.9,36081063000,12.5,36081063000,3.5,36081063800,104112
36081063200,8.9,36081063200,8.9,36.2,50.6,4.3,4.9,12.1,29.7,18.7,9.2,20.2,5.2,83,25.4,36081063200,9.4,36081063200,9.5,36081063900,68472
36081063301,7.6,36081063301,0,27.4,47,25.6,6.6,7.9,39.9,18.8,3.6,13.9,9.3,85.6,23.2,36081063301,2.8,36081063301,14.1,36081064101,55329
36081063302,10.9,36081063302,4.3,26.1,39.1,30.4,4.4,6.9,43,19.3,4.3,13.1,9.1,88.7,22.2,36081063302,2.1,36081063302,4.3,36081064500,80132
36081063500,8.6,36081063500,3.3,12.5,61.3,22.9,8.3,6.1,37.2,15.7,6.3,15.8,10.6,85.5,26.4,36081063500,6.7,36081063500,10.2,36081064600,84393
36081063700,7.4,36081063700,6.5,13.4,59.5,20.6,4.1,3.8,35.9,17.9,5.4,18.4,14.4,92,32.8,36081063700,7.2,36081063700,8.2,36081065000,79632
36081063800,5.9,36081063800,0.9,22,72.9,4.1,5.3,7.7,28.3,22.1,8.3,22.1,6.4,87.1,28.4,36081063800,15.1,36081063800,4.1,36081065400,83864
36081063900,15.2,36081063900,7,30,58.5,4.5,5.7,9.3,28.3,18.4,6.5,24.5,7.4,85,31.9,36081063900,4.5,36081063900,12.4,36081065501,-
36081064101,18.6,36081064101,0,22.3,70.1,7.6,7.4,6,29.8,15.7,7.4,22.2,11.5,86.6,33.6,36081064101,7.1,36081064101,6.7,36081065600,63156
36081064102,14.3,36081064102,0,100,0,0,13.3,25.8,27.3,19.5,7,3.1,3.9,60.9,7,36081064102,4.8,36081064102,0,36081065702,61905
36081064500,9.5,36081064500,0,11.4,53.2,35.4,7.8,3.4,24.3,16.5,7.7,22.4,17.9,88.8,40.3,36081064500,4.9,36081064500,8.4,36081065703,72313
36081064600,8.9,36081064600,3.6,33.5,59.4,3.6,3.8,6.8,32.4,19.8,10.5,17.3,9.4,89.3,26.7,36081064600,11.2,36081064600,12.3,36081065900,90227
36081065000,12.5,36081065000,29.9,13.9,53.4,2.8,2.4,5.5,25.4,26.8,11.6,18.5,9.8,92.1,28.3,36081065000,21.1,36081065000,13.5,36081066000,93906
36081065400,8.8,36081065400,17.4,18.1,59.7,4.8,8.1,5.9,25.8,23.9,7.2,16.8,12.4,86.1,29.2,36081065400,13.1,36081065400,4.4,36081066100,75313
36081065501,-,36081065501,-,-,-,-,-,-,-,-,-,-,-,-,-,36081065501,-,36081065501,-,36081066300,95854
36081065600,5.7,36081065600,20.2,21.9,26,31.9,4.9,7.7,29.7,23.3,6.2,17.4,10.9,87.4,28.3,36081065600,20.3,36081065600,9,36081066400,88162
36081065702,9.8,36081065702,11.7,23.4,64.9,0,12.4,8.9,34,17.8,5.5,13.5,8,78.8,21.5,36081065702,2.3,36081065702,5.3,36081066501,80455
36081065703,9,36081065703,16.2,19.7,57.1,7.1,2,6.7,35.7,17.5,8.9,18.9,10.3,91.3,29.2,36081065703,0.9,36081065703,8.2,36081066701,52917
36081065900,7.6,36081065900,3.9,17,75.2,3.9,6.2,5,27.9,13.5,4.8,21.1,21.5,88.8,42.6,36081065900,1.5,36081065900,5.3,36081066900,74259
